id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
10250,Ashes of the Singularity,PC,PC,6.8,88,desconocido
10449,The Spectrum Retreat,XboxOne,MICROSOFT,6.3,6,desconocido
10305,Tom Clancy's Ghost Recon: Wildlands,PC,PC,6.3,621,popular
10575,Silent Hill HD Collection,Xbox360,MICROSOFT,5.5,113,poco conocido
10663,Bloodsports.TV,PC,PC,6.2,11,desconocido
10641,Romance of the Three Kingdoms XIV,PlayStation4,SONY,6.3,15,desconocido
10583,Paperbound,PlayStation4,SONY,6.2,6,desconocido
10200,Blair Witch,PC,PC,6.3,358,popular
10551,Moons of Madness,PC,PC,5.5,52,desconocido
10366,Donkey Konga 2,GameCube,NINTENDO,6.4,10,desconocido
10315,Pokemon Sword / Shield: The Isle of Armor,Switch,NINTENDO,5.5,361,popular
10256,Age of Empires: Definitive Edition,PC,PC,6.2,146,poco conocido
10526,Ivy the Kiwi?,DS,NINTENDO,6.3,4,desconocido
10236,Herdy Gerdy,PlayStation2,SONY,5.5,16,desconocido
10485,Dead or Alive 5 Last Round,XboxOne,MICROSOFT,6.9,45,desconocido
10493,Def Jam: Icon,Xbox360,MICROSOFT,6.2,110,poco conocido
10479,Resident Evil 6,PC,PC,6.1,1134,popular
10373,Tony Hawk's Downhill Jam,Wii,NINTENDO,6.4,15,desconocido
10645,Sea of Solitude,PlayStation4,SONY,6.3,57,desconocido
10630,Eiyuu Senki: The World Conquest,PlayStation3,SONY,8.1,31,desconocido
9886,Super Monkey Ball: Banana Blitz HD,XboxOne,MICROSOFT,4.8,11,desconocido
9701,NBA Live 2002,PlayStation2,SONY,7.1,8,desconocido
10103,Nostradamus: The Last Prophecy,PC,PC,6.2,9,desconocido
9990,Graveyard Keeper,XboxOne,MICROSOFT,4.9,17,desconocido
10128,Game of Thrones: Episode Three - The Sword in the Darkness,PlayStation4,SONY,7.1,52,desconocido
10124,Rainbow Moon,PlayStationVita,SONY,6.6,36,desconocido
9702,Giga Wing 2,Dreamcast,SEGA,8.6,9,desconocido
9945,Killzone,PlayStation2,SONY,7.4,300,popular
9746,Just Cause 4,XboxOne,MICROSOFT,5.8,142,poco conocido
9786,Teslapunk,XboxOne,MICROSOFT,6.6,7,desconocido
9856,Hot Shots Tennis,PlayStation2,SONY,7.9,11,desconocido
9720,Scurge: Hive,DS,NINTENDO,7.4,7,desconocido
9690,MX vs. ATV Untamed,Wii,NINTENDO,8.3,9,desconocido
10136,Grand Theft Auto 2,PlayStation,SONY,7.9,110,poco conocido
9700,Wizardry: Tale of the Forsaken Land,PlayStation2,SONY,7.9,8,desconocido
10143,Beat City,DS,NINTENDO,5.8,4,desconocido
10058,Virtua Tennis 2009,PlayStation3,SONY,6.6,24,desconocido
10138,Aero Porter,3DS,NINTENDO,7.4,11,desconocido
9903,Mercenaries Saga 2: Order Of The Silver Eagle,3DS,NINTENDO,7.4,15,desconocido
9981,EA Sports UFC,XboxOne,MICROSOFT,6.3,163,poco conocido
9993,Crash of the Titans,PlayStation2,SONY,6.6,116,poco conocido
10049,Ultimate Mortal Kombat 3,Xbox360,MICROSOFT,6.6,20,desconocido
9789,Silent Hill: Origins,PlayStation2,SONY,7.4,100,poco conocido
9930,Saints Row: The Third - The Full Package,Switch,NINTENDO,5.8,46,desconocido
9875,Halo: Spartan Assault,PC,PC,6.3,129,poco conocido
9762,Madden NFL 2004,GameBoyAdvance,NINTENDO,6.6,5,desconocido
9743,Demon Gaze,PlayStationVita,SONY,8.6,108,poco conocido
9858,LEGO Jurassic World,PlayStation4,SONY,7.1,107,poco conocido
10101,Tomb Raider: Underworld,DS,NINTENDO,7.6,11,desconocido
9840,Bendy and the Ink Machine,XboxOne,MICROSOFT,7.4,12,desconocido
9666,BUTCHER,Switch,NINTENDO,7.4,16,desconocido
9695,The Sims Online,PC,PC,7.6,16,desconocido
9963,Dandara,PC,PC,7.6,14,desconocido
9820,Human: Fall Flat,PC,PC,7.6,81,desconocido
9940,Tom Clancy's Ghost Recon: Wildlands,PlayStation4,SONY,6.3,852,popular
10135,Zax: The Alien Hunter,PC,PC,7.6,9,desconocido
10186,Ty the Tasmanian Tiger,PlayStation2,SONY,8.8,66,desconocido
9965,Abyss Odyssey,PlayStation3,SONY,6.2,13,desconocido
9926,Wizards & Warriors,PC,PC,7.4,14,desconocido
9697,Mario Party 4,GameCube,NINTENDO,7.6,117,poco conocido
10185,ATV Quad Power Racing 2,GameCube,NINTENDO,8.3,7,desconocido
10026,Metal Slug 7,DS,NINTENDO,7.6,20,desconocido
9715,Deadlight: Director's Cut,PlayStation4,SONY,6.6,33,desconocido
9841,World War Z,PC,PC,5.9,407,popular
9987,Silent Hill HD Collection,PlayStation3,SONY,4.7,175,poco conocido
9923,Crash Nitro Kart,Xbox,MICROSOFT,7.6,28,desconocido
10027,Inazuma Eleven 3: Lightning Bolt,3DS,NINTENDO,7.2,11,desconocido
9896,WRC 7,XboxOne,MICROSOFT,6.6,11,desconocido
9661,Spectrobes: Beyond the Portals,DS,NINTENDO,7.6,20,desconocido
9978,Beat Hazard,PC,PC,7.2,182,poco conocido
10073,The Godfather: The Don's Edition,PlayStation3,SONY,7.4,32,desconocido
9779,Steel Battalion: Line of Contact,Xbox,MICROSOFT,8.0,8,desconocido
9731,The Outfit,Xbox360,MICROSOFT,7.6,53,desconocido
10173,Advent Rising,PC,PC,8.6,133,poco conocido
10031,Vexx,Xbox,MICROSOFT,8.3,10,desconocido
9689,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,XboxOne,MICROSOFT,4.8,6,desconocido
9776,The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation4,SONY,7.1,50,desconocido
9853,Iris.Fall,PC,PC,6.6,12,desconocido
9688,Lost Ember,PlayStation4,SONY,7.1,19,desconocido
9815,FlatOut,PlayStation2,SONY,8.1,28,desconocido
9659,Castlevania: Curse of Darkness,PlayStation2,SONY,8.1,74,desconocido
10174,UEFA Euro 2012,Xbox360,MICROSOFT,2.8,33,desconocido
10062,Fe,XboxOne,MICROSOFT,7.1,28,desconocido
9847,Conflict: Desert Storm II - Back to Baghdad,PlayStation2,SONY,8.3,40,desconocido
10038,Dynasty Warriors: Godseekers,PlayStation4,SONY,6.3,20,desconocido
9855,Rabbids Go Home,DS,NINTENDO,5.8,6,desconocido
9959,Harry Potter and the Goblet of Fire,PSP,SONY,7.4,16,desconocido
10140,Enslaved: Odyssey to the West,PC,PC,7.6,269,conocido
9879,Beyond A Steel Sky,PC,PC,7.1,19,desconocido
9703,Battle Isle: The Andosia War,PC,PC,7.4,9,desconocido
9957,Lumino City,PC,PC,7.6,30,desconocido
9958,Road Redemption,PC,PC,7.1,38,desconocido
9718,Crash: Mind Over Mutant,Wii,NINTENDO,6.2,33,desconocido
9791,Vampire: The Masquerade - Coteries of New York,PC,PC,7.4,73,desconocido
9819,Degrees of Separation,PlayStation4,SONY,6.2,11,desconocido
10065,Shadow Blade: Reload,PC,PC,8.2,21,desconocido
9966,Evochron Mercenary,PC,PC,7.6,64,desconocido
9793,"Warhammer 40,000: Space Marine",PlayStation3,SONY,7.4,175,poco conocido
9846,Bomberman Jetters,GameCube,NINTENDO,7.9,10,desconocido
9869,NASCAR Kart Racing,Wii,NINTENDO,8.1,9,desconocido
9721,Nervous Brickdown,DS,NINTENDO,7.6,12,desconocido
9927,Lollipop Chainsaw,Xbox360,MICROSOFT,7.0,276,conocido
9906,Mario vs. Donkey Kong: Tipping Stars,3DS,NINTENDO,7.4,52,desconocido
9683,Life is Strange 2,PC,PC,5.7,267,conocido
9946,The Swindle,PC,PC,5.1,17,desconocido
10142,L.A. Noire: Nicholson Electroplating Disaster,Xbox360,MICROSOFT,8.3,8,desconocido
9827,Zombie Army Trilogy,Switch,NINTENDO,6.7,9,desconocido
10169,Monopoly,Wii,NINTENDO,7.7,19,desconocido
9699,Quantum Redshift,Xbox,MICROSOFT,7.4,17,desconocido
9852,Dante's Inferno,PSP,SONY,8.1,56,desconocido
10007,Call of Duty: Black Ops II - Apocalypse,Xbox360,MICROSOFT,5.7,38,desconocido
10172,Tokyo Dark,PC,PC,6.2,21,desconocido
9806,SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,MICROSOFT,8.6,38,desconocido
10100,Retrovirus,PC,PC,6.7,18,desconocido
9876,Warriors Orochi 3,PlayStation3,SONY,7.9,38,desconocido
9696,Silent Hill 2,PC,PC,8.9,332,popular
10147,Homefront,PlayStation3,SONY,5.7,187,poco conocido
9719,2010 FIFA World Cup South Africa,Wii,NINTENDO,6.7,11,desconocido
9894,Stikbold! Dodgeball Adventure! Deluxe,Switch,NINTENDO,7.4,11,desconocido
9937,DK: King of Swing,GameBoyAdvance,NINTENDO,5.0,7,desconocido
9929,Skate It,Wii,NINTENDO,8.6,44,desconocido
10096,Kung Fu Panda,Wii,NINTENDO,6.7,7,desconocido
9784,Redout,Switch,NINTENDO,7.1,18,desconocido
9674,ARK: Survival Evolved,PC,PC,5.7,317,popular
9812,100 Classic Books,DS,NINTENDO,6.2,13,desconocido
10180,Mr. Shifty,PC,PC,6.7,18,desconocido
10032,Strategic Command: European Theater,PC,PC,7.7,9,desconocido
10114,The Moment of Silence,PC,PC,6.8,21,desconocido
10057,America's Army: Rise of a Soldier,Xbox,MICROSOFT,7.4,21,desconocido
10000,Pearl Harbor Trilogy - 1941: Red Sun Rising,Wii,NINTENDO,8.4,9,desconocido
9836,Major League Baseball 2K6,PlayStation2,SONY,5.2,27,desconocido
9790,Silent Hill: Origins,PlayStation2,SONY,7.4,100,poco conocido
10074,Cities XL 2011,PC,PC,5.7,39,desconocido
9941,Tengami,WiiU,NINTENDO,9.7,675,popular
9972,Pitfall: The Lost Expedition,PlayStation2,SONY,8.5,25,desconocido
9757,Fable Fortune,XboxOne,MICROSOFT,6.8,8,desconocido
10095,Guitar Hero: Aerosmith,PlayStation3,SONY,5.1,27,desconocido
9797,Mage's Initiation: Reign of the Elements,PC,PC,7.7,10,desconocido
9785,Tokyo 42,PC,PC,7.0,18,desconocido
9818,Tech Support: Error Unknown,PC,PC,5.1,7,desconocido
10145,Fallout: New Vegas - Dead Money,Xbox360,MICROSOFT,6.2,80,desconocido
9953,Karaoke Revolution Presents: American Idol Encore,Xbox360,MICROSOFT,7.0,6,desconocido
10109,The Sims 4: Star Wars - Journey to Batuu,PC,PC,1.1,42,desconocido
9882,GripShift,PSP,SONY,8.5,24,desconocido
10063,Coffee Talk,PlayStation4,SONY,5.7,11,desconocido
9759,Harry Potter and the Prisoner of Azkaban,PlayStation2,SONY,8.5,53,desconocido
9939,One Piece: Grand Adventure,GameCube,NINTENDO,8.3,9,desconocido
10175,No Straight Roads,PlayStation4,SONY,6.7,66,desconocido
9665,DARQ,PC,PC,7.7,50,desconocido
10161,Super Mario All-Stars: 25th Anniversary Edition,Wii,NINTENDO,7.7,83,desconocido
10129,Fate of the World,PC,PC,7.6,35,desconocido
10127,Wallace & Gromit: Curse of the Were-Rabbit,Xbox,MICROSOFT,2.0,25,desconocido
9756,Call of Duty: Modern Warfare 3,Wii,NINTENDO,2.0,446,popular
9810,Cities in Motion,PC,PC,7.7,111,poco conocido
10119,Samurai Jack: Battle Through Time,Switch,NINTENDO,8.1,10,desconocido
10106,Resident Evil 0: HD Remaster,PlayStation4,SONY,7.6,237,conocido
9890,God Wars The Complete Legend,Switch,NINTENDO,7.1,10,desconocido
9948,Dynasty Warriors 8 Empires,PlayStationVita,SONY,7.4,9,desconocido
10110,Call of Duty: Ghosts - Devastation,XboxOne,MICROSOFT,5.8,26,desconocido
10102,Thrillville: Off the Rails,PlayStation2,SONY,2.3,34,desconocido
10115,Vampyr,XboxOne,MICROSOFT,6.7,138,poco conocido
9986,Tom Clancy's Rainbow Six 3,PlayStation2,SONY,8.1,18,desconocido
9970,Mosaic,PC,PC,6.2,18,desconocido
9751,Ninja Gaiden 3: Razor's Edge,Xbox360,MICROSOFT,7.1,45,desconocido
9733,Re:Turn - One Way Trip,PC,PC,8.6,8,desconocido
10116,Virtua Tennis 2009,Xbox360,MICROSOFT,6.3,16,desconocido
9849,Wing Commander: Prophecy,GameBoyAdvance,NINTENDO,8.3,7,desconocido
9994,Mercenary Kings,PlayStation4,SONY,5.8,229,conocido
9710,Sanctum (2011),PC,PC,6.7,237,conocido
9737,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,PlayStation4,SONY,7.1,46,desconocido
9770,Ion Fury,XboxOne,MICROSOFT,6.7,9,desconocido
10151,Dead Star,PlayStation4,SONY,5.8,65,desconocido
9892,The Fall,Switch,NINTENDO,6.7,7,desconocido
9753,Take On Helicopters,PC,PC,6.7,27,desconocido
9992,WWE Legends of WrestleMania,PlayStation3,SONY,6.7,23,desconocido
10047,Lips: Number One Hits,Xbox360,MICROSOFT,7.6,7,desconocido
9998,Destroy All Humans!,PlayStation4,SONY,7.9,120,poco conocido
9782,Just Dance 3,Xbox360,MICROSOFT,7.7,18,desconocido
9730,Kingdoms of Amalur: Re-Reckoning,PC,PC,6.2,26,desconocido
10086,Project X Zone,3DS,NINTENDO,7.4,150,poco conocido
9807,Contra Advance: The Alien Wars EX,GameBoyAdvance,NINTENDO,7.7,6,desconocido
9766,Xyanide,Xbox,MICROSOFT,7.7,6,desconocido
9732,Assassin's Creed III: Liberation,PlayStationVita,SONY,7.1,366,popular
9758,College Hoops 2K6,Xbox360,MICROSOFT,7.1,13,desconocido
10093,Surgeon Simulator 2,PC,PC,6.7,15,desconocido
10083,Red Faction: Guerrilla Re-Mars-tered,PlayStation4,SONY,5.0,31,desconocido
9772,The Cave,Xbox360,MICROSOFT,7.7,91,desconocido
10054,Star Wars Episode I: Racer,Switch,NINTENDO,7.1,20,desconocido
10045,Falcon Age,PlayStation4,SONY,5.8,21,desconocido
10130,CellFactor: Psychokinetic Wars,Xbox360,MICROSOFT,8.6,14,desconocido
9916,Need for Speed: Nitro,DS,NINTENDO,5.8,12,desconocido
9788,Darksiders III,PC,PC,7.1,551,popular
9857,Hyrule Warriors Legends,3DS,NINTENDO,7.4,111,poco conocido
10153,Sega Superstars Tennis,PlayStation2,SONY,8.3,7,desconocido
9686,Crossing Souls,PC,PC,6.7,45,desconocido
10168,Grow Up,PlayStation4,SONY,6.3,36,desconocido
9754,Bomberman Live: Battlefest,Xbox360,MICROSOFT,8.3,8,desconocido
10011,Call of Duty: Black Ops - Rezurrection,Xbox360,MICROSOFT,5.0,42,desconocido
10039,Game of Thrones: Episode Six - The Ice Dragon,PC,PC,6.3,88,desconocido
9798,Samurai Warriors Chronicles 3,PlayStationVita,SONY,7.9,15,desconocido
9735,Starlink: Battle for Atlas,PlayStation4,SONY,5.8,42,desconocido
9692,Nosferatu: The Wrath of Malachi,PC,PC,7.4,48,desconocido
9863,Madagascar,GameCube,NINTENDO,8.1,8,desconocido
9950,Magrunner: Dark Pulse,PC,PC,7.3,67,desconocido
9884,TT Isle of Man: Ride On The Edge 2,PC,PC,7.6,7,desconocido
10157,Pariah,Xbox,MICROSOFT,7.5,21,desconocido
9679,Fractured Soul,3DS,NINTENDO,7.5,19,desconocido
10150,Syphon Filter: Dark Mirror,PlayStation2,SONY,8.2,16,desconocido
10053,Homefront,Xbox360,MICROSOFT,6.0,407,popular
9964,Senran Kagura Shinovi Versus,PC,PC,7.3,43,desconocido
9988,Remember Me,Xbox360,MICROSOFT,7.5,284,conocido
9862,Fallout: New Vegas - Dead Money,PC,PC,6.4,219,conocido
9744,EyePet: Move Edition,PlayStation3,SONY,4.1,40,desconocido
9804,Gallop Racer 2004,PlayStation2,SONY,8.7,12,desconocido
9944,Star Wars: The Force Unleashed,PSP,SONY,8.0,59,desconocido
10075,Sudden Strike 4,PC,PC,7.5,64,desconocido
10165,Pokemon Battle Trozei,3DS,NINTENDO,7.3,41,desconocido
10126,Mr. Driller: Drill Spirits,DS,NINTENDO,7.3,11,desconocido
10164,Resident Evil: Chronicles HD Collection,PlayStation3,SONY,8.2,46,desconocido
10156,Test Drive Unlimited 2,PlayStation3,SONY,6.4,49,desconocido
9814,Sorcery,PlayStation3,SONY,7.3,59,desconocido
10025,Tenchu: Shadow Assassins,Wii,NINTENDO,7.3,35,desconocido
10089,The Sims 4,PC,PC,4.1,2396,popular
9952,Stranger of Sword City,XboxOne,MICROSOFT,7.3,21,desconocido
9691,Tom Clancy's Ghost Recon: Jungle Storm,PlayStation2,SONY,6.0,25,desconocido
10041,Outbuddies DX,Switch,NINTENDO,7.5,38,desconocido
9976,Steel Soldiers,PC,PC,8.8,4,desconocido
10013,Batman: The Telltale Series - Episode 1: Realm of Shadows,PlayStation4,SONY,6.4,90,desconocido
10154,Heroes of Might and Magic V: Tribes of the East,PC,PC,8.7,125,poco conocido
9854,The Warlock of Firetop Mountain,PC,PC,7.3,10,desconocido
9905,Dungeons 2,PC,PC,7.3,94,desconocido
9711,Company of Heroes: Tales of Valor,PC,PC,7.2,216,conocido
10183,Delta Force: Black Hawk Down - Team Sabre,PC,PC,7.3,31,desconocido
9787,Batman: Arkham Knight,PC,PC,3.5,2290,popular
9871,Madden NFL 07,DS,NINTENDO,6.5,10,desconocido
10019,Star Wars Galaxies: Episode III Rage of the Wookiees,PC,PC,4.2,20,desconocido
9672,Dead State,PC,PC,6.5,94,desconocido
9764,Thunder Force V,PlayStation,SONY,7.2,10,desconocido
9928,Robert Ludlum's The Bourne Conspiracy,PlayStation3,SONY,7.5,51,desconocido
9973,Law & Order: Dead on the Money,PC,PC,7.5,14,desconocido
10090,The Solitaire Conspiracy,PC,PC,6.5,4,desconocido
10085,Elefunk,PlayStation3,SONY,6.1,14,desconocido
10066,Before the Echo,PC,PC,7.3,61,desconocido
9829,Brink,PC,PC,6.0,570,popular
9989,Banner of the Maid,Switch,NINTENDO,8.0,7,desconocido
10069,Shadow Warrior,PlayStation4,SONY,7.3,127,poco conocido
9755,From Russia With Love,GameCube,NINTENDO,8.7,15,desconocido
9680,The Sims 3: Pets,Xbox360,MICROSOFT,3.5,23,desconocido
9660,Eragon,GameBoyAdvance,NINTENDO,7.5,6,desconocido
9749,Batman: The Brave and the Bold - The Videogame,Wii,NINTENDO,7.3,10,desconocido
9851,Fe,PlayStation4,SONY,6.5,68,desconocido
9738,Styx: Master of Shadows,PlayStation4,SONY,6.4,128,poco conocido
10059,Section 8: Prejudice,PlayStation3,SONY,7.5,24,desconocido
9960,Cubixx HD,PlayStation3,SONY,6.5,11,desconocido
9974,AirBlade,PlayStation2,SONY,6.1,14,desconocido
9724,The Sims 2,DS,NINTENDO,6.0,29,desconocido
10004,Legacy of Kain: Defiance,PC,PC,8.7,88,desconocido
9705,H1Z1,PC,PC,4.0,66,desconocido
9915,Excitebike: World Rally,Wii,NINTENDO,7.5,11,desconocido
9723,Bubble Bobble Neo!,Xbox360,MICROSOFT,7.3,15,desconocido
9914,Rogue Trooper: Quartz Zone Massacre,Wii,NINTENDO,8.2,5,desconocido
9967,Sonic Classic Collection,DS,NINTENDO,7.5,32,desconocido
9971,Strider,PlayStation3,SONY,7.3,39,desconocido
10105,Mercenaries 2: World in Flames,PC,PC,6.1,77,desconocido
9801,Cooking Mama 2: Dinner With Friends,DS,NINTENDO,8.1,10,desconocido
9844,The Sims 3: Generations,PC,PC,3.8,88,desconocido
9663,Assassin's Creed Unity,PC,PC,3.8,1920,popular
9777,EyePet,PlayStation3,SONY,8.1,22,desconocido
9877,The Legend of Kage 2,DS,NINTENDO,7.3,7,desconocido
9826,Dungeon Maker: Hunting Ground,PSP,SONY,6.4,8,desconocido
10097,Wet,PlayStation3,SONY,6.4,74,desconocido
10009,Sine Mora EX,Switch,NINTENDO,7.3,24,desconocido
10012,Alice: Madness Returns,Xbox360,MICROSOFT,8.1,184,poco conocido
10071,Rainbow Moon,PlayStation4,SONY,6.4,10,desconocido
9991,Beyond: Two Souls,PlayStation3,SONY,8.1,2808,popular
9838,The Outer Worlds: Peril on Gorgon,PlayStation4,SONY,6.1,19,desconocido
9713,The Urbz: Sims in the City,PlayStation2,SONY,8.2,28,desconocido
10133,NCAA College Football 2K3,GameCube,NINTENDO,8.8,4,desconocido
9808,Trace Memory,DS,NINTENDO,8.1,48,desconocido
10104,UFC Personal Trainer: The Ultimate Fitness System,Xbox360,MICROSOFT,6.4,16,desconocido
9913,Tekken Revolution,PlayStation3,SONY,6.4,104,poco conocido
9833,Overclocked: A History of Violence,PC,PC,6.4,20,desconocido
10068,Lemony Snicket's A Series of Unfortunate Events,Xbox,MICROSOFT,7.2,5,desconocido
10022,Rocket Knight,PlayStation3,SONY,8.0,6,desconocido
9824,Marvel's Spider-Man: Turf Wars,PlayStation4,SONY,6.1,104,poco conocido
9899,The Assembly,XboxOne,MICROSOFT,6.0,4,desconocido
9920,Pirates of the Caribbean: Dead Man's Chest,GameBoyAdvance,NINTENDO,6.4,8,desconocido
10015,1979 Revolution: Black Friday,PlayStation4,SONY,6.0,11,desconocido
9800,GTI Club + Rally Cote D'Azur,PlayStation3,SONY,7.5,11,desconocido
9895,Batman: The Enemy Within - Episode 3: The Fractured Mask,PlayStation4,SONY,6.0,6,desconocido
9677,Harold,PC,PC,6.0,10,desconocido
9706,Lead and Gold: Gangs of the Wild West,PC,PC,8.2,125,poco conocido
9969,Buzz! Junior: Jungle Party,PlayStation2,SONY,8.0,9,desconocido
9902,Blood Bowl 2,XboxOne,MICROSOFT,7.3,12,desconocido
9716,BurgerTime Party!,Switch,NINTENDO,6.0,9,desconocido
9931,Halo Wars 2,PC,PC,6.0,139,poco conocido
9932,Mario vs. Donkey Kong: Tipping Stars,WiiU,NINTENDO,7.5,72,desconocido
9747,007: Quantum of Solace,PC,PC,6.1,64,desconocido
10024,Greg Hastings' Tournament Paintball Max'd,PlayStation2,SONY,8.2,36,desconocido
9727,The Sims 3: Pets,PlayStation3,SONY,3.9,15,desconocido
9726,Payday: The Heist,PlayStation3,SONY,6.4,83,desconocido
9835,Need for Speed: ProStreet,PC,PC,6.4,248,conocido
9985,Shrek the Third,DS,NINTENDO,3.9,11,desconocido
10167,EA Sports UFC,PlayStation4,SONY,6.1,293,conocido
9675,9 Monkeys of Shaolin,PC,PC,8.8,4,desconocido
10016,Warriors All-Stars,PlayStation4,SONY,6.4,26,desconocido
9704,Virtua Tennis 4,Xbox360,MICROSOFT,6.4,15,desconocido
9707,oOo: Ascension,XboxOne,MICROSOFT,7.3,9,desconocido
9671,BloodRayne 2,PlayStation2,SONY,7.5,35,desconocido
9885,Ancestors: The Humankind Odyssey,PlayStation4,SONY,5.9,58,desconocido
9924,Batman: Vengeance,GameCube,NINTENDO,6.0,20,desconocido
10107,TimeShift,PlayStation3,SONY,6.5,31,desconocido
9997,Project CARS 3,PlayStation4,SONY,3.2,91,desconocido
10077,Hunter: The Reckoning,GameCube,NINTENDO,7.3,8,desconocido
9868,RONIN,PC,PC,7.6,48,desconocido
9842,Tom Clancy's Rainbow Six: Lockdown,PlayStation2,SONY,7.2,10,desconocido
9995,Worms Battlegrounds,XboxOne,MICROSOFT,6.2,40,desconocido
9783,Crysis Remastered,PC,PC,3.2,114,poco conocido
10091,Captain Tsubasa: Rise of New Champions,PlayStation4,SONY,7.3,95,desconocido
9921,Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,NINTENDO,8.6,18,desconocido
10137,Dragon Ball Z: Shin Budokai,PSP,SONY,8.0,31,desconocido
10094,The Last Remnant Remastered,PlayStation4,SONY,7.4,24,desconocido
9792,Dead Synchronicity: Tomorrow Comes Today,PC,PC,7.6,59,desconocido
9717,I Am Setsuna,PC,PC,7.2,62,desconocido
9769,Maneater,PC,PC,6.5,123,poco conocido
10044,Tom Clancy's HAWX 2,PlayStation3,SONY,6.5,22,desconocido
9698,Dynasty Warriors 3,Xbox,MICROSOFT,8.7,21,desconocido
10067,Little League World Series Baseball 2008,Wii,NINTENDO,8.0,6,desconocido
9912,Disney DuckTales Remastered,Xbox360,MICROSOFT,7.2,57,desconocido
9830,Minecraft Dungeons,PC,PC,6.5,325,popular
9917,Major League Baseball 2K8,Xbox360,MICROSOFT,5.9,34,desconocido
9961,WRC 7,PlayStation4,SONY,7.2,34,desconocido
10179,That's You!,PlayStation4,SONY,7.2,42,desconocido
9942,Thief,PC,PC,5.9,1576,popular
9872,Jet Set Radio,Xbox360,MICROSOFT,7.6,64,desconocido
9883,Crysis Remastered,PC,PC,3.2,114,poco conocido
10155,Art Style: AQUIA,DS,NINTENDO,7.3,7,desconocido
9796,Tomb Raider: Underworld,Wii,NINTENDO,7.2,20,desconocido
10121,Puddle,WiiU,NINTENDO,7.2,13,desconocido
10158,Yager,Xbox,MICROSOFT,8.0,11,desconocido
10166,Deception IV: Blood Ties,PlayStation3,SONY,8.0,28,desconocido
9934,Steep: Road to the Olympics,PlayStation4,SONY,6.6,11,desconocido
9739,Steel Diver: Sub Wars,3DS,NINTENDO,7.6,53,desconocido
10187,Confidential Mission,Dreamcast,SEGA,8.0,8,desconocido
10171,Alice: Madness Returns,PlayStation3,SONY,8.0,211,conocido
9771,Senran Kagura: Peach Beach Splash,PlayStation4,SONY,7.4,76,desconocido
9889,My Hero One's Justice,Switch,NINTENDO,7.6,19,desconocido
10141,Tom Clancy's Ghost Recon Phantoms,PC,PC,6.4,272,conocido
10014,Naruto Shippuden: Ultimate Ninja Storm 3,Xbox360,MICROSOFT,7.6,74,desconocido
9685,Layers of Fear 2,PC,PC,6.2,132,poco conocido
9837,Thrillville: Off the Rails,Wii,NINTENDO,3.2,43,desconocido
9813,Enthusia Professional Racing,PlayStation2,SONY,7.4,23,desconocido
9799,New Little King's Story,PlayStationVita,SONY,7.6,44,desconocido
9843,Yonder: The Cloud Catcher Chronicles,PC,PC,6.6,33,desconocido
9922,.hack//Quarantine Part 4,PlayStation2,SONY,8.2,30,desconocido
9668,Bionic Commando,Xbox360,MICROSOFT,7.2,93,desconocido
9897,Immortal Redneck,PC,PC,7.2,33,desconocido
9880,Guitar Hero: Aerosmith,Xbox360,MICROSOFT,6.6,54,desconocido
9878,Tom Clancy's HAWX,PC,PC,7.2,134,poco conocido
10002,Blazing Angels 2: Secret Missions of WWII,PlayStation3,SONY,7.2,12,desconocido
9911,Castlevania: Lords of Shadow - Mirror of Fate HD,PlayStation3,SONY,7.2,61,desconocido
10060,Top Spin 2,PC,PC,7.2,21,desconocido
9714,Luxor 2,Xbox360,MICROSOFT,7.5,11,desconocido
9741,Magnetica Twist,Wii,NINTENDO,8.0,4,desconocido
10099,Star Wars Battlefront: Outer Rim,PlayStation4,SONY,5.9,34,desconocido
9773,World Tour Soccer,PSP,SONY,6.5,4,desconocido
9694,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,GameBoyAdvance,NINTENDO,8.1,7,desconocido
9909,Inazuma Eleven 3: Team Ogre Attacks!,3DS,NINTENDO,7.3,14,desconocido
9822,Kenka Bancho: Badass Rumble,PSP,SONY,7.5,6,desconocido
10088,Lost Planet: Extreme Condition Colonies Edition,PC,PC,7.2,46,desconocido
10033,Grandia II,PC,PC,8.0,35,desconocido
10163,Monster Energy Supercross - The Official Videogame 3,PlayStation4,SONY,6.0,28,desconocido
10149,Mana Khemia 2: Fall of Alchemy,PlayStation2,SONY,8.2,26,desconocido
9781,Ratchet & Clank: All 4 One,PlayStation3,SONY,6.5,211,conocido
9949,Taiko no Tatsujin: Drum Session!,PlayStation4,SONY,7.5,13,desconocido
9670,Sheltered,PlayStation4,SONY,6.5,13,desconocido
9740,FIFA Soccer 12,Wii,NINTENDO,6.0,20,desconocido
9693,.hack//Outbreak Part 3,PlayStation2,SONY,8.2,24,desconocido
9881,The Urbz: Sims in the City,Xbox,MICROSOFT,6.5,10,desconocido
9809,Thrillville: Off the Rails,PC,PC,3.5,37,desconocido
