,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
16436,Fallout 76,PC,2018-11-14,52,2.7,BethesdaGameStudios,"Role-Playing,Western-Style",Up to 24 ,46,6454
9042,NHL 21,PlayStation4,2020-10-13,72,2.7,ElectronicArts,"Sports,Team,Ice Hockey,Sim",Up to 12 ,31,81
17232,Narcos: Rise of the Cartels,PC,2019-11-19,45,2.7,KujuEntertainment,"Action,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,14,23
17330,Waking,PC,2020-06-18,44,2.7,JasonOda,"Action,General",No Online Multiplayer,9,7
8109,Call of Duty: Ghosts,Xbox360,2013-11-05,73,2.7,InfinityWard,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,29,2116
3679,FIFA 18,PC,2017-09-26,81,2.7,EAVancouver,"Sports,Team,Soccer,Sim",No info,8,352
12903,World Championship Poker 2: Featuring Howard Lederer,PSP,2005-12-11,65,2.7,Crave,"Miscellaneous,Parlor,Gambling,Gambling",8  Online,17,18
16891,Tortuga - Two Treasures,PC,2007-03-12,48,2.7,"AscaronEntertainmentGmbH,AscaronEntertainment","Action Adventure,Fantasy,General",1 Player,17,6
4540,Gravity Ghost: Deluxe Edition,PlayStation4,2019-08-06,79,2.7,IvyGamesLLC,"Action,General",No Online Multiplayer,7,9
16299,Fallout 76,PlayStation4,2018-11-14,53,2.8,BethesdaGameStudios,"Role-Playing,Western-Style",Up to 24 ,43,4711
16413,The Da Vinci Code,Xbox,2006-05-19,52,2.8,DoubleHelixGames,"Action,General",1 Player,34,5
17924,Fighter Within,XboxOne,2013-11-19,23,2.8,Ubisoft,"Sports,General,General",No info,39,210
17286,Big Mutha Truckers 2,PC,2005-08-23,44,2.8,Eutechnyx,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",No info,8,19
10523,UEFA Euro 2012,Xbox360,2012-04-24,70,2.8,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,21,33
16664,Start the Party! Save the World,PlayStation3,2012-03-06,50,2.8,SupermassiveGames,"Miscellaneous,Party,Party,Party / Minigame",No info,15,4
13763,Torchlight III,PlayStation4,2020-10-13,62,2.8,"EchtraGames,Inc.","Role-Playing,Action RPG",Up to 40 ,18,15
15338,Dynasty Warriors 9,PC,2018-02-13,57,2.8,OmegaForce,"Action Adventure,Open-World,Action,Beat-'Em-Up,3D",No Online Multiplayer,15,50
2437,NBA 2K19,XboxOne,2018-09-07,83,2.8,VisualConcepts,"Sports,Team,Basketball,Arcade,Sim",Up to 10 ,18,106
17906,Jenga World Tour,Wii,2007-12-07,26,2.8,AtomicPlanetEntertainment,"Miscellaneous,Puzzle,Puzzle,General,General",1-4 ,14,11
17615,The Deer God,Switch,2017-12-21,39,2.8,CinoptStudiosLLC,"Action,Platformer,2D",No Online Multiplayer,10,15
15468,Black Mirror,XboxOne,2017-11-28,57,2.8,THQNordic,"Adventure,3D,Third-Person",No Online Multiplayer,10,10
17326,Battleship,PlayStation3,2012-05-15,44,2.8,DoubleHelixGames,"Action,Miscellaneous,Shooter,Board Games,Shooter,Board Games,First-Person,Sci-Fi,Tactical",No Online Multiplayer,11,22
16070,Crackdown 3,PC,2019-02-15,54,2.8,"SumoDigital,ElbowRocket","Action Adventure,Open-World",Up to 10 ,17,243
14788,Aaru's Awakening,PC,2015-02-23,59,2.8,Lumenoxehf,"Action,Platformer,2D",No Online Multiplayer,18,114
17747,One Piece: Grand Cruise,PlayStation4,2018-05-22,35,2.8,BandaiNamcoGames,"Action,General",No Online Multiplayer,9,15
8844,Thrillville,PSP,2006-11-21,72,2.8,FrontierDevelopments,"Strategy,City Building,General,Modern",1-4 ,13,39
15588,Manchester United Soccer 2005,PC,2004-10-28,56,2.8,Codemasters,"Sports,Traditional,Soccer,Sim,Sim",1-4 ,9,6
9472,Call of Duty: WWII - The Resistance,PlayStation4,2018-01-30,71,2.8,SledgehammerGames,"Action,Shooter,First-Person,Arcade",No info,14,22
17887,Basement Crawl,PlayStation4,2014-02-25,27,2.8,BlooberTeam,"Action,General,General",No info,16,66
17889,Aquaman: Battle for Atlantis,GameCube,2003-07-23,27,2.8,TDKMediactive,"Action Adventure,Fantasy",1 Player,9,24
12215,Sunset,PC,2015-05-21,66,2.8,TaleofTales,"Modern,Adventure,3D,First-Person",No info,34,64
15754,Tom Clancy's Ghost Recon: Breakpoint,PlayStation4,2019-10-01,56,2.8,UbisoftParis,"Action Adventure,Open-World",Up to 8 ,56,976
17891,Rogue Warrior,PlayStation3,2009-12-01,27,2.8,Rebellion,"Action,Shooter,Shooter,First-Person,Tactical,Arcade,Modern,Modern",Up to 8 ,24,78
17931,Afro Samurai 2: Revenge of Kuma Volume One,PlayStation4,2015-09-22,21,2.8,VersusEvil,"Action,Beat-'Em-Up,2D",No info,15,59
3404,Fortnite,PC,2017-07-25,81,2.8,EpicGames,"Action,General,General,Shooter,Third-Person,Tactical",Massively Multiplayer,11,1099
17903,Tenkai Knights: Brave Battle,3DS,2014-10-07,26,2.9,BandaiNamcoGames,"Action,General",No info,10,27
17659,"Harry Potter and the Deathly Hallows, Part 1",PlayStation3,2010-11-16,38,2.9,EABrightLight,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",No info,27,28
5352,Call of Duty: Modern Warfare 3,PC,2011-11-08,78,2.9,"InfinityWard,SledgehammerGames","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,26,5477
6419,Chime Sharp,PlayStation4,2017-02-21,76,2.9,ChilledMouse,"Puzzle,General",No Online Multiplayer,9,16
17907,World War II Combat: Iwo Jima,PC,2006-07-25,26,2.9,DirectActionGames,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",16  Online,7,13
17312,Oddworld: Munch's Oddysee,GameBoyAdvance,2003-09-24,44,2.9,Art,"Action,Platformer,2D",1 Player,15,8
14125,World of Warriors,PlayStation4,2018-03-21,61,2.9,MindCandy,"Action,General",Up to 4 ,12,10
17757,Jeremy McGrath Supercross World,PlayStation2,2001-11-15,35,2.9,Acclaim,"Driving,Racing,Motorcycle,Motocross",1-2 ,9,15
13312,Storm,Xbox360,2013-06-14,64,2.9,EKOSoftware,"Miscellaneous,General,General",No info,16,8
5234,Battlefield V,XboxOne,2018-11-15,78,2.9,EADICE,"Action,Shooter,First-Person,Tactical",Up to 64 ,38,759
3667,Battlefield V,PC,2018-11-15,81,2.9,EADICE,"Action,Shooter,First-Person,Tactical",Up to 64 ,52,2814
17412,Air Conflicts: Vietnam,PC,2013-10-02,43,2.9,"bitComposerGames,bitComposer","Action,Simulation,Flight,Flight,Combat",No info,9,27
17559,Farming Simulator,PlayStation3,2013-11-19,40,2.9,GiantsSoftware,"Simulation,General,General,Virtual,Career",No Online Multiplayer,17,9
3485,Madden NFL 19,XboxOne,2018-08-10,81,2.9,EATiburon,"Sports,Team,Football,Sim",Up to 6 ,21,96
4968,World of Warcraft: Battle for Azeroth,PC,2018-08-13,79,3.0,BlizzardEntertainment,"Role-Playing,Massively Multiplayer",Massively Multiplayer,39,1663
17872,Batman: Dark Tomorrow,GameCube,2003-03-25,29,3.0,Kemco,"Action Adventure,Fantasy",1 Player,14,21
17782,Takedown: Red Sabre,PC,2013-09-20,34,3.0,SerellanLLC,"Action,Shooter,General,Shooter,First-Person,Modern,Tactical",No info,17,169
16488,Fuel Overdose,PlayStation3,2013-03-05,51,3.0,I-FRIQIYA,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",No info,22,5
17637,Driven,PlayStation2,2001-11-06,38,3.0,BamEntertainment,"Driving,Racing,Formula One",1-2 ,10,6
17817,Target: Terror,Wii,2008-04-22,33,3.0,LeviathanGames,"Action,Shooter,Shooter,Light Gun,Light Gun",1-2 ,19,17
14890,L.A. Rush,Xbox,2005-10-11,59,3.0,Midway,"Driving,Racing,Arcade",1-4 ,36,4
10914,Thrillville,PlayStation2,2006-11-21,69,3.0,FrontierDevelopments,"Strategy,General",1-4 ,32,53
2808,Mortal Kombat 11,PC,2019-04-23,82,3.0,NetherRealmStudios,"Action,Fighting,2D",Up to 8 ,12,625
13014,YIIK: A Postmodern RPG,PC,2019-01-17,64,3.0,Ackkstudios,"Role-Playing,Japanese-Style",No Online Multiplayer,9,26
16431,The Sims 3,3DS,2011-03-22,52,3.0,EAGames,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,29,33
13522,8-Bit Hordes,PlayStation4,2019-02-01,63,3.0,Petroglyph,"Strategy,Real-Time,Command",Online Multiplayer,12,7
17832,New World Order,PC,2003-03-18,32,3.0,TermiteGames,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",1-32 ,12,6
5843,Batman: The Enemy Within - Episode 1: The Enigma,XboxOne,2017-08-08,77,3.0,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,9,12
15932,Driving Emotion Type-S,PlayStation2,2001-01-29,55,3.0,Escape,"Driving,Racing,GT / Street",1-2 ,18,5
17879,Rogue Warrior,Xbox360,2009-12-01,28,3.0,Rebellion,"Action,Shooter,Shooter,First-Person,Tactical,Arcade,Modern,Modern",Up to 8 ,33,72
2895,Football Manager Live,PC,2009-01-23,82,3.0,SportsInteractive,"Sports,Traditional,Team,Soccer,Management,Management",No info,23,46
17861,Fear Factor: Unleashed,GameBoyAdvance,2004-11-17,30,3.0,DCStudios,"Action Adventure,Modern",1 Player,15,4
12786,Torchlight III,PC,2020-10-13,65,3.0,"EchtraGames,Inc.","Role-Playing,Action RPG",Online Multiplayer,25,34
16869,Whirlwind Over Vietnam,PC,2007-04-13,49,3.0,G5Software,"Simulation,Flight,Helicopter,Helicopter,Combat,Civilian",1 Player,11,4
16587,NARC,Xbox,2005-03-22,51,3.0,PointofView,"Action Adventure,Modern",1 Player,27,8
10760,NBA 10 The Inside,PSP,2009-10-06,69,3.0,SCEASanDiegoStudios,"Sports,Traditional,Team,Basketball,Sim,Sim",No info,13,13
17799,AMY,PlayStation3,2012-01-17,33,3.0,LexisNumerique,"Action Adventure,Horror,Horror,Survival",No info,29,80
12422,Wallace & Gromit in Project Zoo,GameCube,2003-10-14,66,3.0,FrontierDevelopments,"Action,Platformer,3D",1 Player,9,33
17203,Interpol: The Trail of Dr. Chaos,Xbox360,2009-01-07,45,3.0,"TikGames,LLC","Miscellaneous,Puzzle,Puzzle,Hidden Object,General,Puzzle,General",4  Online,28,4
17627,Putty Squad,PlayStation4,2014-03-11,38,3.0,System3,"Action,Platformer,Platformer,2D,2D",No info,8,53
17800,AMY,PlayStation3,2012-01-17,33,3.0,LexisNumerique,"Action Adventure,Horror,Horror,Survival",No info,29,80
17388,Myst,DS,2008-05-13,43,3.0,HopliteResearch,"Adventure,3D,First-Person,Fantasy,Fantasy",No Online Multiplayer,25,7
17318,TotemBall,Xbox360,2006-10-04,44,3.0,StrangeFlavour,"Action,Miscellaneous,Rhythm,Music,Music",1-2 ,8,7
17883,Mortal Kombat: Special Forces,PlayStation,2000-06-30,28,3.0,Midway,"Action,Beat-'Em-Up",1 Player,7,34
17926,Homie Rollerz,DS,2008-03-05,23,3.0,WebfootTechnologies,"Driving,Racing,Kart,Kart",8  Online,9,13
17037,Stronghold 3,PC,2011-10-24,47,3.0,FireFlyStudios,"Strategy,Real-Time,Historic,General,Historic",1-8 ,29,360
11650,Zombie Apocalypse: Never Die Alone,PlayStation3,2011-10-25,67,3.0,Konami,"Action,General,Shooter,Static,Shoot-'Em-Up,Top-Down",No info,9,4
17920,Postal III,PC,2011-12-21,24,3.0,RunningWithScissors,"First-Person,Modern,Action,Shooter,Shooter,Third-Person,Modern,Arcade",No info,20,300
17796,McFarlane's Evil Prophecy,PlayStation2,2004-06-15,34,3.0,Konami,"Action,General",1-4 ,28,6
15120,Clockwork Empires,PC,2016-10-26,58,3.0,GaslampGames,"Fantasy,Fantasy,Strategy,Real-Time,Management,General,Government",No Online Multiplayer,8,7
17113,Tony Hawk Ride,Xbox360,2009-11-17,46,3.0,Robomodo,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",No info,43,66
13618,Destiny 2: Warmind,PlayStation4,2018-05-08,63,3.0,Bungie,"Action,Shooter,First-Person,Arcade",No info,25,230
17199,Deus Ex: The Fall,PC,2014-03-17,45,3.0,SquareEnix,"Action,Shooter,First-Person,Sci-Fi,Arcade",No Online Multiplayer,14,176
13402,Destiny: The Dark Below,PlayStation4,2014-12-09,63,3.1,Bungie,"Sci-Fi,Action,Shooter,First-Person,Arcade",No info,41,277
15227,Scarface: Money. Power. Respect.,PSP,2006-10-08,58,3.1,"RadicalEntertainment,FarsightStudios","Strategy,Action Adventure,Turn-Based,General,Modern,Management,Modern,Business / Tycoon",1-4 ,12,15
17925,FlatOut 3: Chaos & Destruction,PC,2011-12-13,23,3.1,"Team6GameStudios,Team6GamesStudio","Driving,Racing,Demolition Derby,Arcade,Automobile",No info,22,296
17736,Damnation,PlayStation3,2009-05-26,36,3.1,BlueOmega,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 8 ,36,49
17644,Vampire Rain,Xbox360,2007-07-03,38,3.1,Artoon,"Action Adventure,Horror,Horror,Survival",8  Online,45,45
16667,Empire Earth III,PC,2007-11-06,50,3.1,MadDocSoftware,"Strategy,Real-Time,Historic,General,Historic",8  Online,40,68
17720,NBA Live 14,XboxOne,2013-11-19,36,3.1,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2 ,14,90
16868,NFL Tour,Xbox360,2008-01-08,49,3.1,EATiburon,"Sports,Traditional,Team,Football,Arcade,Arcade",2  Online,35,45
16332,Pixel Piracy,XboxOne,2016-02-16,53,3.1,AbstractionGames,"Strategy,Real-Time,General",No info,7,8
17185,Tennis World Tour,PlayStation4,2018-05-22,45,3.1,Breakpoint,"Sports,Individual,Tennis",2 ,22,91
7792,Street Fighter V,PC,2016-02-16,74,3.1,Capcom,"Action,Fighting,2D",No info,33,509
17560,Escape Dead Island,PlayStation3,2014-11-18,40,3.1,FatsharkAB,"Action Adventure,Adventure,3D,Survival,Third-Person,Modern",No Online Multiplayer,25,52
12705,Might & Magic: Chess Royale,PC,2020-01-30,65,3.1,Ubisoft,"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Tactics",Up to more than 64 ,8,23
16962,The Secrets of Atlantis,PC,2007-05-29,48,3.1,"AtlantisInteractiveEntertainment	,AtlantisInteractiveEntertainment","Adventure,3D,First-Person,Fantasy",1 Player,12,7
16547,Conflict: Denied Ops,PlayStation3,2008-02-12,51,3.1,PivotalGames,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 16 ,28,25
13816,The Infectious Madness of Doctor Dekker,PlayStation4,2018-06-05,62,3.1,D'AvekkiStudiosLimited,"Adventure,General",No Online Multiplayer,8,7
9278,PlayerUnknown's Battlegrounds,PlayStation4,2018-12-07,72,3.1,PUBGCorporation,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,29,156
2353,Call of Duty: Black Ops 4,PC,2018-10-12,83,3.1,Treyarch,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,29,761
14184,Dead by Daylight,Switch,2019-09-24,61,3.1,505Games,"Action Adventure,Survival",Up to 5 ,10,41
14161,Into the Stars,PC,2016-03-04,61,3.1,FugitiveGames,"Action Adventure,General",No Online Multiplayer,17,13
17691,Hour of Victory,Xbox360,2007-06-25,37,3.1,Nfusion,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",12  Online,33,46
17939,Vroom in the Night Sky,Switch,2017-04-05,17,3.1,Poisoft,"Sports,Individual,Biking",No Online Multiplayer,15,105
15541,Sherlock Holmes: The Mystery of the Mummy,DS,2009-07-13,57,3.1,"Frogwares,MisticSoftware","Adventure,3D,Point-and-Click,First-Person,Modern,Modern",1 Player,8,9
17632,Battle: Los Angeles,PC,2011-03-11,38,3.1,SaberInteractive,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,9,43
11488,Project CARS 3,PC,2020-08-28,68,3.1,SlightlyMadStudios,"Racing,Simulation,Automobile",Online Multiplayer,20,75
17608,Raven Squad: Operation Hidden Dagger,PC,2009-08-25,39,3.1,AtomicMotion,"Action,Shooter,General,First-Person,Modern",No info,11,60
8632,Kinect: Disneyland Adventures,Xbox360,2011-11-15,73,3.1,FrontierDevelopments,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,33,74
8694,Call of Duty: Black Ops III,PC,2015-11-05,73,3.1,Treyarch,"Action,Shooter,First-Person,Arcade",No info,10,1223
17369,New Gundam Breaker,PlayStation4,2018-06-22,43,3.1,BandaiNamcoGames,"Action,General",Up to 6 ,22,50
13961,Tom Clancy's Ghost Recon: Breakpoint,XboxOne,2019-10-01,62,3.2,UbisoftParis,"Action Adventure,Open-World",Up to 8 ,30,267
16116,Dangerous Golf,PC,2016-06-02,54,3.2,ThreeFieldsEntertainment,"Sports,Individual,Golf,Arcade",No info,14,29
11395,Marvel's Avengers,PC,2020-09-04,68,3.2,"CrystalDynamics,EidosMontreal","Action,General",Up to 4 ,21,242
10596,Project CARS 3,XboxOne,2020-08-03,69,3.2,SlightlyMadStudios,"Racing,Simulation,Automobile",Up to 20 ,15,37
10150,Thrillville: Off the Rails,Wii,2007-10-09,70,3.2,FrontierDevelopments,"Strategy,General,General",No Online Multiplayer,14,43
10328,Project CARS 3,PlayStation4,2020-08-25,70,3.2,SlightlyMadStudios,"Racing,Simulation,Automobile",Up to 20 ,36,91
2305,FIFA 18,XboxOne,2017-09-26,83,3.2,EAVancouver,"Sports,Team,Soccer,Sim",No info,21,217
7031,Defector,PC,2019-07-11,75,3.2,TwistedPixelGames,"Action Adventure,Linear",No Online Multiplayer,13,6
16820,Fallout 76,XboxOne,2018-11-14,49,3.2,BethesdaGameStudios,"Role-Playing,Western-Style",Up to 24 ,33,1726
10199,Crysis Remastered,PC,2020-09-18,70,3.2,SaberInteractive,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,19,114
17339,Gothic 3: Forsaken Gods,PC,2008-11-20,44,3.2,TrineGames,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No info,10,162
10092,Crysis Remastered,PC,2020-09-18,70,3.2,SaberInteractive,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,19,114
11160,Zoo Tycoon,XboxOne,2013-11-22,68,3.2,FrontierDevelopments,"Tycoon,Strategy,Management,Tycoon,Business / Tycoon",Up to 4 ,45,323
7929,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,PlayStation2,2006-10-10,74,3.2,AtlusCo.,"Role-Playing,General",1 Player,38,169
13723,Combat Mission: Shock Force,PC,2007-08-22,62,3.2,BigTimeSoftware,"Strategy,Turn-Based,Wargame,Turn-Based,General",2  Online,15,88
17581,Charlie and the Chocolate Factory,GameCube,2005-07-11,39,3.2,"HighVoltageSoftware,BackboneEntertainment","Action Adventure,Modern",1 Player,16,6
17806,X Rebirth,PC,2013-11-15,33,3.2,Egosoft,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian",No info,24,1307
9940,FIFA 19,Switch,2018-09-25,71,3.2,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,24,122
16909,Lucius II,PC,2015-02-13,48,3.2,ShiverGames,"Adventure,General",No Online Multiplayer,10,56
17837,Coliseum,PC,2004-01-06,32,3.2,StormcloudCreations,"Strategy,Breeding/Constructing",1 Player,9,23
17272,Chronovolt,PlayStationVita,2012-12-31,44,3.2,Playerthree,"Puzzle,Action,General,General",No info,9,32
17714,Sniper: Art of Victory,PC,2008-10-16,36,3.2,CityInteractive,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic",No Online Multiplayer,7,25
15013,Jagged Alliance: Rage!,PC,2018-12-06,59,3.2,HandyGames,"Strategy,Turn-Based,Tactics",2 ,17,25
16379,Cloudpunk,Switch,2020-10-15,52,3.2,IONLANDS,"Simulation,Vehicle,Civilian",No Online Multiplayer,7,6
17618,Universal Studios Theme Parks Adventure,GameCube,2001-12-18,39,3.2,Kemco,"Miscellaneous,Party",1-2 ,11,13
14869,NHL 15,XboxOne,2014-09-09,59,3.2,EASports,"Sports,Traditional,Team,Ice Hockey,Sim",2 ,22,180
4167,"Bury Me, My Love",PC,2019-01-10,80,3.2,ThePixelHunt,"Adventure,Visual Novel",No Online Multiplayer,7,19
14472,Magic: Duels of the Planeswalkers 2015,PC,2014-07-16,60,3.2,WizardsoftheCoast,"Strategy,Miscellaneous,Turn-Based,Card Battle",No info,25,126
17912,Call for Heroes: Pompolic Wars,PC,2007-06-26,25,3.2,QuotixSoftware,"Role-Playing,General,General",1 Player,7,20
11556,MXGP 2019,PlayStation4,2019-08-27,68,3.2,MilestoneS.r.l,"Racing,Arcade,Automobile",Up to 12 ,16,6
17111,The History Channel: Great Battles of Rome,PC,2007-10-15,46,3.2,"SlitherineSoftware,Slitherine","Strategy,Real-Time,Historic,General",1-2 ,9,5
16890,Carnival Games,DS,2008-07-08,48,3.3,CatDaddyGames,"Action,Miscellaneous,General,Party,Party / Minigame",1-4 ,11,4
9277,SIMULACRA,PlayStation4,2019-12-03,72,3.3,KaiganGamesOU,"Simulation,Virtual,Virtual Life",No Online Multiplayer,8,12
14342,No Man's Sky,PC,2016-08-12,61,3.3,HelloGames,"Action,General,General,Action Adventure,Open-World",No Online Multiplayer,17,2356
15767,Cool Boarders 2001,PlayStation,2000-10-31,56,3.3,IdolMinds,"Sports,Alternative,Snowboarding",No info,10,4
8489,Thrillville: Off the Rails,Xbox360,2007-10-09,73,3.3,FrontierDevelopments,"Strategy,General,General",No Online Multiplayer,24,38
1378,Mortal Kombat 11,XboxOne,2019-04-23,86,3.3,NetherRealmStudios,"Action,Fighting,2D",Up to 8 ,26,461
12741,Kane & Lynch: Dead Men,Xbox360,2007-11-13,65,3.3,IoInteractive,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",1-2 ,57,342
3574,LostWinds,Wii,2008-05-12,81,3.3,FrontierDevelopments,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,38,151
257,Out of the Park Baseball 17,PC,2016-03-22,92,3.3,OutOfTheParkDevelopments,"Sports,Baseball,Sim,Team",No info,8,237
17853,ESPN Sports Connection,WiiU,2012-11-13,31,3.3,Ubisoft,"Sports,General,General",1-5 ,13,23
4673,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,PlayStation2,2009-05-12,79,3.3,AtlusCo.,"Role-Playing,General",No info,23,173
13535,Top Gun: Combat Zones,PlayStation2,2001-10-21,63,3.3,TitusSoftware,"Simulation,Flight,Modern Jet",1 Player,17,9
17885,Raven's Cry,PC,2015-01-30,27,3.3,RealityPump,"Historic,Historic,Strategy,Action Adventure,Real-Time,Open-World,General",No Online Multiplayer,16,128
1180,LostWinds: Winter of the Melodias,Wii,2009-10-19,86,3.3,FrontierDevelopments,"Action,Platformer,Platformer,3D,3D",No info,33,100
17643,Naruto Shippuden: Dragon Blade Chronicles,Wii,2010-11-12,38,3.3,"Eighting,TakaraTomy","Action,General,Fighting,General,3D",No info,14,14
17871,Jumper: Griffin's Story,Xbox360,2008-02-12,29,3.3,RedTribe,"Action,Beat-'Em-Up,General",No info,16,30
17913,Batman: Dark Tomorrow,Xbox,2003-03-18,25,3.3,HotGen,"Action Adventure,Fantasy",1 Player,13,19
878,Call of Duty: Modern Warfare 3,PlayStation3,2011-11-08,88,3.3,"InfinityWard,SledgehammerGames","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 18 ,39,5293
17528,Way of the Dogg,Xbox360,2013-05-03,41,3.3,EchoPeak,"General,Action,General",No info,12,27
17669,Godzilla,PlayStation4,2015-07-14,38,3.3,NATSUMEATARIInc.,"Action,General",Up to 3 ,56,279
3990,Call of Duty: Modern Warfare,PlayStation4,2019-10-25,80,3.3,InfinityWard,"Action,Shooter,First-Person,Arcade",Up to more than 64 ,78,9134
15492,Uncanny Valley,XboxOne,2017-02-10,57,3.3,"DigeratiDistribution,SmartphoneLabs(SPL)","Action Adventure,Survival",No Online Multiplayer,9,7
